EmployeeID,NIK,orighiredate_key,department_name,job_title,BUSINESS_UNIT
3352,2171124811590016,5/21/1995,Produce,Produce Clerk,STORES
3353,1118030911590019,5/22/1995,Produce,Produce Clerk,STORES
3354,3203055411590009,5/25/1995,Meats,Meat Cutter,STORES
3355,3602111411590013,5/25/1995,Meats,Meat Cutter,STORES
3357,9115031811590009,5/27/1995,Dairy,Dairy Person,STORES
3360,2101040112590015,6/2/1995,Bakery,Baker,STORES
3362,1204280312590011,6/4/1995,Meats,Meat Cutter,STORES
3363,8271044712590002,6/6/1995,Meats,Meat Cutter,STORES
3364,5317050912590013,6/7/1995,Meats,Meat Cutter,STORES
3365,7601091212590004,6/8/1995,Produce,Produce Clerk,STORES
3367,7102121412590012,6/9/1995,Meats,Meat Cutter,STORES
3369,3512045512590018,6/10/1995,Produce,Produce Clerk,STORES
3370,3671061712590006,6/11/1995,Meats,Meat Cutter,STORES
3373,3210191912590006,6/12/1995,Produce,Produce Clerk,STORES
3378,3505172412590003,6/15/1995,Dairy,Dairy Person,STORES
3379,3209136612590004,6/16/1995,Meats,Meat Cutter,STORES
3380,9103062812590008,6/17/1995,Meats,Meat Cutter,STORES
3381,1272077112590011,6/18/1995,Meats,Meat Cutter,STORES
3384,1209224601600014,6/21/1995,Produce,Produce Clerk,STORES
3385,1203064501600010,6/21/1995,Bakery,Baker,STORES
3386,6110010601600001,6/21/1995,Meats,Meat Cutter,STORES
3388,1807180801600005,6/23/1995,Meats,Meat Cutter,STORES
3389,1508150801600007,6/23/1995,Dairy,Dairy Person,STORES
3390,3324065301600006,6/25/1995,Meats,Meat Cutter,STORES
3392,1222045801600015,6/28/1995,Produce,Produce Clerk,STORES
3395,1214036201600007,6/30/1995,Produce,Produce Clerk,STORES
3399,1113070502600003,7/7/1995,Produce,Produce Clerk,STORES
3400,6503060702600016,7/8/1995,Meats,Meat Cutter,STORES
3402,6503030802600012,7/9/1995,Meats,Meat Cutter,STORES
3403,6408105202600018,7/11/1995,Meats,Meat Cutter,STORES
3404,8272045302600012,7/12/1995,Meats,Meat Cutter,STORES
3407,6309126402600014,7/17/1995,Processed Foods,Shelf Stocker,STORES
3409,9107100103600004,7/20/1995,Processed Foods,Shelf Stocker,STORES
3411,1572020703600019,7/23/1995,Meats,Meat Cutter,STORES
3412,1672050903600012,7/24/1995,Meats,Meat Cutter,STORES
3413,7171034903600003,7/24/1995,Produce,Produce Clerk,STORES
3414,1312095103600013,7/25/1995,Meats,Meat Cutter,STORES
3415,1508091003600005,7/25/1995,Produce,Produce Clerk,STORES
3416,3203325003600014,7/25/1995,Meats,Meat Cutter,STORES
3418,3324042203600016,7/31/1995,Meats,Meat Cutter,STORES
3419,9106096403600012,8/1/1995,Produce,Produce Clerk,STORES
3420,9212092303600007,8/1/1995,Meats,Meat Cutter,STORES
3421,3211266603600017,8/2/1995,Produce,Produce Clerk,STORES
3423,7502051004600010,8/10/1995,Produce,Produce Clerk,STORES
3424,6307084904600018,8/10/1995,Meats,Meat Cutter,STORES
3425,5301230904600002,8/10/1995,Meats,Meat Cutter,STORES
3427,9103155204600009,8/11/1995,Produce,Produce Clerk,STORES
3428,7308135204600011,8/11/1995,Produce,Produce Clerk,STORES
3430,9113355404600012,8/12/1995,Meats,Meat Cutter,STORES
3431,3201275404600012,8/12/1995,Meats,Meat Cutter,STORES
3433,3175071604600004,8/13/1995,Bakery,Baker,STORES
3434,3329071604600016,8/13/1995,Meats,Meat Cutter,STORES
3436,3673026204600008,8/16/1995,Meats,Meat Cutter,STORES
3439,1501062304600010,8/17/1995,Meats,Meat Cutter,STORES
3443,8271032804600017,8/20/1995,Produce,Produce Clerk,STORES
3445,3217022904600001,8/20/1995,Produce,Produce Clerk,STORES
3446,3604192804600018,8/20/1995,Produce,Produce Clerk,STORES
3450,8207040805600012,8/25/1995,Meats,Meat Cutter,STORES
3451,1703210805600012,8/25/1995,Meats,Meat Cutter,STORES
3452,3329031005600018,8/26/1995,Produce,Produce Clerk,STORES
3453,1809075005600007,8/26/1995,Meats,Meat Cutter,STORES
3454,3216011005600009,8/26/1995,Meats,Meat Cutter,STORES
3456,9102471105600019,8/27/1995,Meats,Meat Cutter,STORES
3457,2102011305600002,8/28/1995,Produce,Produce Clerk,STORES
3459,1103131605600017,8/29/1995,Produce,Produce Clerk,STORES
3461,3301102005600001,8/31/1995,Produce,Produce Clerk,STORES
3462,5204266205600018,9/1/1995,Produce,Produce Clerk,STORES
3463,3314132405600005,9/2/1995,Bakery,Baker,STORES
3466,3206136405600012,9/2/1995,Produce,Produce Clerk,STORES
3467,9125186605600003,9/3/1995,Meats,Meat Cutter,STORES
3468,3511153105600019,9/6/1995,Meats,Meat Cutter,STORES
3469,3322097005600012,9/6/1995,Produce,Produce Clerk,STORES
3471,1108204906600004,9/11/1995,Produce,Produce Clerk,STORES
3476,7472062806600007,9/21/1995,Meats,Meat Cutter,STORES
3478,5315050607600014,9/25/1995,Produce,Produce Clerk,STORES
3483,5102061607600015,9/30/1995,Meats,Meat Cutter,STORES
3485,1173022207600015,10/4/1995,Produce,Produce Clerk,STORES
3486,1214102307600014,10/4/1995,Produce,Produce Clerk,STORES
3489,5301200208600018,10/9/1995,Produce,Produce Clerk,STORES
3490,9114034308600013,10/10/1995,Processed Foods,Shelf Stocker,STORES
3491,3603164308600005,10/10/1995,Meats,Meat Cutter,STORES
3493,3209264508600016,10/11/1995,Meats,Meat Cutter,STORES
3494,3316110808600008,10/12/1995,Meats,Meat Cutter,STORES
3495,3172035008600004,10/14/1995,Meats,Meat Cutter,STORES
3496,3510045108600010,10/14/1995,Meats,Meat Cutter,STORES
3497,6209085108600007,10/14/1995,Meats,Meat Cutter,STORES
3498,5204231308600003,10/15/1995,Produce,Produce Clerk,STORES
3499,1207265508600009,10/16/1995,Meats,Meat Cutter,STORES
3500,1211041508600002,10/16/1995,Produce,Produce Clerk,STORES
3501,3172035708600004,10/17/1995,Produce,Produce Clerk,STORES
3502,7309041608600014,10/17/1995,Produce,Produce Clerk,STORES
3504,6501026408600015,10/21/1995,Produce,Produce Clerk,STORES
3507,3320083108600017,10/25/1995,Meats,Meat Cutter,STORES
3508,1213140109600002,10/25/1995,Meats,Meat Cutter,STORES
3510,3601064609600004,10/28/1995,Meats,Meat Cutter,STORES
3513,1803015109600013,10/30/1995,Produce,Produce Clerk,STORES
3515,3310215509600001,11/2/1995,Meats,Meat Cutter,STORES
3516,1309032109600006,11/5/1995,Meats,Meat Cutter,STORES
3517,9103116209600012,11/5/1995,Produce,Produce Clerk,STORES
3518,1607086709600011,11/8/1995,Produce,Produce Clerk,STORES
3522,1105024910600012,11/14/1995,Meats,Meat Cutter,STORES
3523,5203075010600015,11/15/1995,Meats,Meat Cutter,STORES
3524,8204031410600015,11/17/1995,Meats,Meat Cutter,STORES
3525,3526171510600005,11/17/1995,Bakery,Baker,STORES
3526,6402115810600010,11/19/1995,Produce,Produce Clerk,STORES
3527,3311115810600002,11/19/1995,Meats,Meat Cutter,STORES
3528,7206096010600017,11/20/1995,Meats,Meat Cutter,STORES
3531,3503086510600003,11/23/1995,Bakery,Baker,STORES
3532,3175072710600014,11/24/1995,Produce,Produce Clerk,STORES
3533,1803032810600009,11/24/1995,Meats,Meat Cutter,STORES
3534,3271062910600002,11/25/1995,Processed Foods,Shelf Stocker,STORES
3536,3577010111600014,11/26/1995,Produce,Produce Clerk,STORES
3537,6402057110600007,11/26/1995,Produce,Produce Clerk,STORES
3538,7501200511600004,11/28/1995,Produce,Produce Clerk,STORES
3539,6201064411600016,11/28/1995,Produce,Produce Clerk,STORES
3540,3515100611600010,11/29/1995,Bakery,Baker,STORES
3544,1811034711600019,11/30/1995,Meats,Meat Cutter,STORES
3545,3329014911600005,12/1/1995,Produce,Produce Clerk,STORES
3546,1375011211600007,12/2/1995,Meats,Meat Cutter,STORES
3547,7205085611600005,12/4/1995,Meats,Meat Cutter,STORES
3548,9203171711600001,12/5/1995,Produce,Produce Clerk,STORES
3549,7210155711600015,12/5/1995,Produce,Produce Clerk,STORES
3550,5203115811600001,12/5/1995,Processed Foods,Shelf Stocker,STORES
3551,7571026011600007,12/6/1995,Processed Foods,Shelf Stocker,STORES
3552,1305092111600018,12/7/1995,Meats,Meat Cutter,STORES
3557,7313130112600002,12/12/1995,Meats,Meat Cutter,STORES
3558,8203140412600017,12/14/1995,Processed Foods,Shelf Stocker,STORES
3559,6402144912600006,12/16/1995,Meats,Meat Cutter,STORES
3563,1214215212600016,12/18/1995,Produce,Produce Clerk,STORES
3564,1221081612600003,12/20/1995,Produce,Produce Clerk,STORES
3565,1310011512600016,12/20/1995,Meats,Meat Cutter,STORES
3567,5307195712600014,12/21/1995,Meats,Meat Cutter,STORES
3568,3601341712600003,12/21/1995,Produce,Produce Clerk,STORES
3569,1808012212600013,12/23/1995,Produce,Produce Clerk,STORES
3571,9124042412600019,12/24/1995,Produce,Produce Clerk,STORES
3574,3201146612600009,12/25/1995,Meats,Meat Cutter,STORES
3576,7303013112600017,12/28/1995,Bakery,Baker,STORES
3577,7403163112600003,12/28/1995,Produce,Produce Clerk,STORES
3579,1107194401610002,12/30/1995,Produce,Produce Clerk,STORES
3580,6207034301610004,12/30/1995,Produce,Produce Clerk,STORES
3581,9114231001610017,1/2/1996,Produce,Produce Clerk,STORES
3582,9212015801610006,1/7/1996,Produce,Produce Clerk,STORES
3583,3204391801610005,1/7/1996,Produce,Produce Clerk,STORES
3584,1605122001610006,1/8/1996,Produce,Produce Clerk,STORES
3587,9113212801610010,1/12/1996,Produce,Produce Clerk,STORES
3590,3217040402610007,1/16/1996,Produce,Produce Clerk,STORES
3591,3204351002610012,1/19/1996,Meats,Meat Cutter,STORES
3592,3203305302610012,1/20/1996,Produce,Produce Clerk,STORES
3593,5103055202610017,1/20/1996,Produce,Produce Clerk,STORES
3594,1403031302610006,1/20/1996,Meats,Meat Cutter,STORES
3595,3315085702610013,1/22/1996,Meats,Meat Cutter,STORES
3596,8206062002610016,1/24/1996,Produce,Produce Clerk,STORES
3597,7308106002610004,1/24/1996,Produce,Produce Clerk,STORES
3598,3202016002610006,1/24/1996,Bakery,Baker,STORES
3600,3174042202610015,1/25/1996,Meats,Meat Cutter,STORES
3602,7105126402610010,1/26/1996,Produce,Produce Clerk,STORES
3603,8203222402610017,1/26/1996,Produce,Produce Clerk,STORES
3604,9120024203610005,1/30/1996,Produce,Produce Clerk,STORES
3606,1101054503610016,1/31/1996,Meats,Meat Cutter,STORES
3607,3510240403610011,1/31/1996,Produce,Produce Clerk,STORES
3608,1118074603610015,2/1/1996,Meats,Meat Cutter,STORES
3610,6172015003610007,2/3/1996,Produce,Produce Clerk,STORES
3612,6101141403610017,2/5/1996,Produce,Produce Clerk,STORES
3613,5206081403610017,2/5/1996,Produce,Produce Clerk,STORES
3614,3509315803610014,2/7/1996,Produce,Produce Clerk,STORES
3616,2105052103610013,2/9/1996,Processed Foods,Shelf Stocker,STORES
3618,8105022703610007,2/12/1996,Meats,Meat Cutter,STORES
3622,5319014504610013,2/17/1996,Produce,Produce Clerk,STORES
3623,9101190504610008,2/17/1996,Produce,Produce Clerk,STORES
3624,1220030704610003,2/18/1996,Produce,Produce Clerk,STORES
3625,7105010904610012,2/19/1996,Produce,Produce Clerk,STORES
3627,3574015104610002,2/20/1996,Produce,Produce Clerk,STORES
3629,3303025304610001,2/21/1996,Produce,Produce Clerk,STORES
3630,1812035904610004,2/24/1996,Produce,Produce Clerk,STORES
3631,1304102004610011,2/25/1996,Produce,Produce Clerk,STORES
3633,1276032004610017,2/25/1996,Produce,Produce Clerk,STORES
3634,7210116604610018,2/28/1996,Meats,Meat Cutter,STORES
3636,5204124205610019,3/2/1996,Meats,Meat Cutter,STORES
3638,9123184605610006,3/4/1996,Produce,Produce Clerk,STORES
3639,1202064705610005,3/5/1996,Produce,Produce Clerk,STORES
3641,7101115105610016,3/7/1996,Produce,Produce Clerk,STORES
3642,3324101905610005,3/11/1996,Produce,Produce Clerk,STORES
3643,1213015905610014,3/11/1996,Bakery,Baker,STORES
3646,1607192805610018,3/16/1996,Bakery,Baker,STORES
3650,8205124906610016,3/22/1996,Produce,Produce Clerk,STORES
3651,7203125106610012,3/23/1996,Produce,Produce Clerk,STORES
3655,8204216106610006,3/28/1996,Meats,Meat Cutter,STORES
3656,3513236306610009,3/29/1996,Meats,Meat Cutter,STORES
3665,3507215507610010,4/10/1996,Produce,Produce Clerk,STORES
3667,1807035807610002,4/12/1996,Produce,Produce Clerk,STORES
3668,5206135807610014,4/12/1996,Produce,Produce Clerk,STORES
3669,3528032307610015,4/14/1996,Produce,Produce Clerk,STORES
3671,3322186807610007,4/17/1996,Processed Foods,Shelf Stocker,STORES
3673,1802107007610016,4/18/1996,Produce,Produce Clerk,STORES
3674,5315120308610013,4/20/1996,Produce,Produce Clerk,STORES
3677,3209184508610005,4/21/1996,Produce,Produce Clerk,STORES
3678,7107050408610004,4/21/1996,Produce,Produce Clerk,STORES
3679,3515060608610012,4/22/1996,Produce,Produce Clerk,STORES
3681,9116201308610002,4/25/1996,Produce,Produce Clerk,STORES
3684,5308112408610009,5/1/1996,Produce,Produce Clerk,STORES
3688,3315183008610015,5/4/1996,Bakery,Baker,STORES
3693,9114261109610014,5/11/1996,Produce,Produce Clerk,STORES
3694,1305011209610003,5/11/1996,Meats,Meat Cutter,STORES
3695,7401145609610015,5/13/1996,Meats,Meat Cutter,STORES
3696,9108215809610012,5/14/1996,Produce,Produce Clerk,STORES
3697,9107171909610010,5/15/1996,Produce,Produce Clerk,STORES
3699,5301226209610010,5/17/1996,Produce,Produce Clerk,STORES
3700,2102026309610015,5/17/1996,Produce,Produce Clerk,STORES
3702,9125180110610005,5/21/1996,Produce,Produce Clerk,STORES
3704,1472024910610010,5/26/1996,Meats,Meat Cutter,STORES
3708,3525091510610016,5/29/1996,Meats,Meat Cutter,STORES
3710,3208031810610003,5/30/1996,Produce,Produce Clerk,STORES
3712,6304065910610009,5/31/1996,Produce,Produce Clerk,STORES
3713,1219022610610007,6/3/1996,Meats,Meat Cutter,STORES
3715,1673052910610009,6/5/1996,Produce,Produce Clerk,STORES
3716,3314077010610019,6/6/1996,Produce,Produce Clerk,STORES
3717,3325074111610007,6/7/1996,Produce,Produce Clerk,STORES
3719,3310240511610016,6/9/1996,Produce,Produce Clerk,STORES
3720,7603050811610011,6/10/1996,Meats,Meat Cutter,STORES
3724,1219065511610006,6/14/1996,Bakery,Baker,STORES
3725,1504011511610015,6/14/1996,Produce,Produce Clerk,STORES
3726,3512145511610008,6/14/1996,Meats,Meat Cutter,STORES
3727,8108145411610006,6/14/1996,Produce,Produce Clerk,STORES
3729,7102131611610008,6/15/1996,Produce,Produce Clerk,STORES
3731,3604271911610006,6/16/1996,Meats,Meat Cutter,STORES
3732,7402025811610011,6/16/1996,Bakery,Baker,STORES
3735,3526066711610002,6/20/1996,Bakery,Baker,STORES
3736,9206062911610012,6/21/1996,Meats,Meat Cutter,STORES
3737,3309196811610019,6/21/1996,Produce,Produce Clerk,STORES
3739,6271054412610016,6/24/1996,Produce,Produce Clerk,STORES
3742,9211035512610002,6/30/1996,Bakery,Baker,STORES
3747,9125122912610004,7/7/1996,Produce,Produce Clerk,STORES
3748,3507314101620014,7/9/1996,Processed Foods,Shelf Stocker,STORES
3749,1304024201620010,7/9/1996,Produce,Produce Clerk,STORES
3750,9112304201620011,7/9/1996,Produce,Produce Clerk,STORES
3751,6106064101620012,7/9/1996,Bakery,Baker,STORES
3754,7315025101620009,7/14/1996,Produce,Produce Clerk,STORES
3755,9211041001620010,7/14/1996,Produce,Produce Clerk,STORES
3756,3205131301620002,7/15/1996,Meats,Meat Cutter,STORES
3757,1401035901620004,7/18/1996,Meats,Meat Cutter,STORES
3758,1311051801620012,7/18/1996,Meats,Meat Cutter,STORES
3759,7322141901620017,7/18/1996,Produce,Produce Clerk,STORES
3761,3674072201620005,7/20/1996,Produce,Produce Clerk,STORES
3763,3174086501620002,7/22/1996,Produce,Produce Clerk,STORES
3764,7102092501620015,7/22/1996,Produce,Produce Clerk,STORES
3766,3174092701620012,7/23/1996,Meats,Meat Cutter,STORES
3768,5313054402620019,7/27/1996,Meats,Meat Cutter,STORES
3769,7405220602620007,7/28/1996,Bakery,Baker,STORES
3770,1103040702620012,7/28/1996,Produce,Produce Clerk,STORES
3773,7606051502620016,8/2/1996,Produce,Produce Clerk,STORES
3774,1271191902620019,8/4/1996,Produce,Produce Clerk,STORES
3775,1214122302620019,8/6/1996,Produce,Produce Clerk,STORES
3776,7402312402620004,8/6/1996,Produce,Produce Clerk,STORES
3779,1804152702620014,8/8/1996,Produce,Produce Clerk,STORES
3780,7102200103620016,8/9/1996,Produce,Produce Clerk,STORES
3781,3317064403620018,8/11/1996,Produce,Produce Clerk,STORES
3782,3578034403620013,8/11/1996,Produce,Produce Clerk,STORES
3783,5311084403620018,8/11/1996,Produce,Produce Clerk,STORES
3784,3318020603620018,8/12/1996,Produce,Produce Clerk,STORES
3786,1102131003620016,8/14/1996,Produce,Produce Clerk,STORES
3788,3305185403620017,8/16/1996,Produce,Produce Clerk,STORES
3790,3578105703620018,8/17/1996,Produce,Produce Clerk,STORES
3791,3314091703620017,8/17/1996,Produce,Produce Clerk,STORES
3792,1611015903620006,8/19/1996,Bakery,Baker,STORES
3793,3212176803620009,8/23/1996,Produce,Produce Clerk,STORES
3797,1216031004620006,8/30/1996,Produce,Produce Clerk,STORES
3798,1613031004620006,8/30/1996,Bakery,Baker,STORES
3802,7410065504620005,9/2/1996,Produce,Produce Clerk,STORES
3805,5171026204620009,9/5/1996,Produce,Produce Clerk,STORES
3806,3202376404620016,9/7/1996,Produce,Produce Clerk,STORES
3808,1106204105620018,9/10/1996,Produce,Produce Clerk,STORES
3809,8107064105620003,9/10/1996,Dairy,Dairy Person,STORES
3810,6571033004620001,9/10/1996,Dairy,Dairy Person,STORES
3811,3526060405620012,9/12/1996,Produce,Produce Clerk,STORES
3813,1203224905620006,9/14/1996,Produce,Produce Clerk,STORES
3816,1108021205620009,9/16/1996,Produce,Produce Clerk,STORES
3818,6502041405620002,9/17/1996,Produce,Produce Clerk,STORES
3819,3601325705620015,9/19/1996,Produce,Produce Clerk,STORES
3820,9101125805620005,9/19/1996,Produce,Produce Clerk,STORES
3821,8107016005620012,9/20/1996,Produce,Produce Clerk,STORES
3822,3301032005620015,9/20/1996,Dairy,Dairy Person,STORES
3823,7415066005620010,9/20/1996,Produce,Produce Clerk,STORES
3825,7371132405620002,9/22/1996,Produce,Produce Clerk,STORES
3826,8204282605620018,9/23/1996,Produce,Produce Clerk,STORES
3827,1104212805620017,9/24/1996,Dairy,Dairy Person,STORES
3829,7501186905620003,9/25/1996,Produce,Produce Clerk,STORES
3831,9209190306620008,9/28/1996,Produce,Produce Clerk,STORES
3833,7201061306620004,10/3/1996,Produce,Produce Clerk,STORES
3835,1201041706620009,10/5/1996,Produce,Produce Clerk,STORES
3836,3201026106620013,10/7/1996,Produce,Produce Clerk,STORES
3837,1703136006620013,10/7/1996,Produce,Produce Clerk,STORES
3841,1613076906620016,10/11/1996,Produce,Produce Clerk,STORES
3842,6309013006620010,10/12/1996,Meats,Meat Cutter,STORES
3843,7309104107620014,10/12/1996,Dairy,Dairy Person,STORES
3844,9117034307620011,10/14/1996,Produce,Produce Clerk,STORES
3846,5316010807620011,10/16/1996,Produce,Produce Clerk,STORES
3847,3529091107620003,10/18/1996,Produce,Produce Clerk,STORES
3848,5306065407620013,10/19/1996,Produce,Produce Clerk,STORES
3849,7306131707620001,10/21/1996,Produce,Produce Clerk,STORES
3852,3509256607620009,10/26/1996,Produce,Produce Clerk,STORES
3853,6303072807620014,10/27/1996,Produce,Produce Clerk,STORES
3854,9106046807620005,10/27/1996,Produce,Produce Clerk,STORES
3855,5272046907620002,10/27/1996,Produce,Produce Clerk,STORES
3857,3502030108620018,10/29/1996,Produce,Produce Clerk,STORES
3858,3514184408620013,10/30/1996,Produce,Produce Clerk,STORES
3860,3213045108620015,11/3/1996,Dairy,Dairy Person,STORES
3862,3376011308620001,11/4/1996,Produce,Produce Clerk,STORES
3864,7318285408620013,11/5/1996,Produce,Produce Clerk,STORES
3865,9102291708620012,11/6/1996,Bakery,Baker,STORES
3868,5202046808620008,11/12/1996,Produce,Produce Clerk,STORES
3869,8172022908620019,11/13/1996,Produce,Produce Clerk,STORES
3870,3202363008620005,11/13/1996,Produce,Produce Clerk,STORES
3872,1671107108620019,11/14/1996,Produce,Produce Clerk,STORES
3873,6205024209620014,11/15/1996,Produce,Produce Clerk,STORES
3874,7307064209620005,11/15/1996,Produce,Produce Clerk,STORES
3876,3202090509620002,11/16/1996,Produce,Produce Clerk,STORES
3877,1572050509620004,11/16/1996,Dairy,Dairy Person,STORES
3878,3309140909620001,11/18/1996,Processed Foods,Shelf Stocker,STORES
3879,5306095309620007,11/21/1996,Processed Foods,Shelf Stocker,STORES
3880,3314165609620014,11/22/1996,Dairy,Dairy Person,STORES
3881,7406155909620005,11/24/1996,Produce,Produce Clerk,STORES
3882,9125222109620019,11/25/1996,Processed Foods,Shelf Stocker,STORES
3883,3374042309620004,11/26/1996,Dairy,Dairy Person,STORES
3884,3673016509620009,11/27/1996,Dairy,Dairy Person,STORES
3887,5314072909620018,11/29/1996,Produce,Produce Clerk,STORES
3888,1805022909620017,11/29/1996,Produce,Produce Clerk,STORES
3889,1173010110620009,11/30/1996,Produce,Produce Clerk,STORES
3891,9109160210620009,12/1/1996,Produce,Produce Clerk,STORES
3894,9117094910620019,12/4/1996,Produce,Produce Clerk,STORES
3895,1301095110620002,12/5/1996,Dairy,Dairy Person,STORES
3897,5205045610620005,12/8/1996,Dairy,Dairy Person,STORES
3898,1108185610620016,12/8/1996,Produce,Produce Clerk,STORES
3899,9118035810620004,12/9/1996,Produce,Produce Clerk,STORES
3901,1301035810620001,12/9/1996,Bakery,Baker,STORES
3903,6103056410620008,12/12/1996,Produce,Produce Clerk,STORES
3906,9112034311620009,12/17/1996,Produce,Produce Clerk,STORES
3907,3208081011620013,12/21/1996,Produce,Produce Clerk,STORES
3909,6105141211620016,12/22/1996,Processed Foods,Shelf Stocker,STORES
3910,1106215411620017,12/23/1996,Bakery,Baker,STORES
3912,1220125711620007,12/25/1996,Produce,Produce Clerk,STORES
3913,1271175911620014,12/26/1996,Dairy,Dairy Person,STORES
3914,1224052311620005,12/28/1996,Produce,Produce Clerk,STORES
3918,1114032711620006,12/30/1996,Produce,Produce Clerk,STORES
3919,1116036911620015,12/31/1996,Produce,Produce Clerk,STORES
3920,7205040412620013,1/3/1997,Produce,Produce Clerk,STORES
3921,1810024512620001,1/3/1997,Produce,Produce Clerk,STORES
3923,7103200812620011,1/5/1997,Produce,Produce Clerk,STORES
3925,1106055012620006,1/6/1997,Produce,Produce Clerk,STORES
3927,9107101112620017,1/7/1997,Produce,Produce Clerk,STORES
3928,1410045112620005,1/7/1997,Produce,Produce Clerk,STORES
3929,7371155412620016,1/8/1997,Produce,Produce Clerk,STORES
3930,3320075812620005,1/10/1997,Produce,Produce Clerk,STORES
3933,8205026512620014,1/14/1997,Produce,Produce Clerk,STORES
3934,3211026812620004,1/16/1997,Dairy,Dairy Person,STORES
3936,1308147012620003,1/17/1997,Produce,Produce Clerk,STORES
3938,1218020401630016,1/19/1997,Dairy,Dairy Person,STORES
3941,1107255201630001,1/23/1997,Produce,Produce Clerk,STORES
3943,1508111401630015,1/24/1997,Produce,Produce Clerk,STORES
3944,7201081701630004,1/26/1997,Produce,Produce Clerk,STORES
3945,9124215901630003,1/27/1997,Produce,Produce Clerk,STORES
3946,9112071901630003,1/27/1997,Produce,Produce Clerk,STORES
3947,7503156101630004,1/28/1997,Produce,Produce Clerk,STORES
3948,9202156101630012,1/28/1997,Dairy,Dairy Person,STORES
3950,1803136201630001,1/29/1997,Meats,Meat Cutter,STORES
3951,3101016401630016,1/30/1997,Produce,Produce Clerk,STORES
3952,6203026801630007,2/1/1997,Dairy,Dairy Person,STORES
3954,1813070302630003,2/4/1997,Produce,Produce Clerk,STORES
3956,3311125702630015,2/11/1997,Bakery,Baker,STORES
3957,1218165702630017,2/11/1997,Bakery,Baker,STORES
3958,3603045802630007,2/12/1997,Produce,Produce Clerk,STORES
3961,3671032502630003,2/16/1997,Processed Foods,Shelf Stocker,STORES
3962,3202462802630018,2/17/1997,Produce,Produce Clerk,STORES
3963,9209230203630003,2/18/1997,Produce,Produce Clerk,STORES
3965,7603010403630008,2/19/1997,Processed Foods,Shelf Stocker,STORES
3967,1225084603630006,2/20/1997,Produce,Produce Clerk,STORES
3968,1502144803630008,2/21/1997,Produce,Produce Clerk,STORES
3971,3314094903630012,2/22/1997,Bakery,Baker,STORES
3972,3509045503630003,2/25/1997,Produce,Produce Clerk,STORES
3975,1401061703630012,2/26/1997,Produce,Produce Clerk,STORES
3979,1506046803630005,3/4/1997,Produce,Produce Clerk,STORES
3980,1409046903630006,3/5/1997,Produce,Produce Clerk,STORES
3981,7202247003630015,3/5/1997,Produce,Produce Clerk,STORES
3982,9107340204630012,3/7/1997,Produce,Produce Clerk,STORES
3984,1304134704630012,3/9/1997,Produce,Produce Clerk,STORES
3986,3276030904630001,3/10/1997,Produce,Produce Clerk,STORES
3989,6109055504630001,3/14/1997,Produce,Produce Clerk,STORES
3990,7308141604630004,3/14/1997,Bakery,Baker,STORES
3991,9106115504630007,3/14/1997,Produce,Produce Clerk,STORES
3993,7403241504630008,3/14/1997,Bakery,Baker,STORES
3995,3517186304630019,3/18/1997,Bakery,Baker,STORES
3996,7202092604630018,3/19/1997,Processed Foods,Shelf Stocker,STORES
3997,3524132704630010,3/20/1997,Processed Foods,Shelf Stocker,STORES
3998,3516014305630013,3/23/1997,Produce,Produce Clerk,STORES
4001,3326024905630013,3/26/1997,Produce,Produce Clerk,STORES
4003,1214241005630008,3/27/1997,Bakery,Baker,STORES
4004,1306155205630005,3/28/1997,Processed Foods,Shelf Stocker,STORES
4005,3210055505630005,3/29/1997,Processed Foods,Shelf Stocker,STORES
4011,1104176205630012,4/2/1997,Produce,Produce Clerk,STORES
4013,7105033105630001,4/7/1997,Bakery,Baker,STORES
4015,6371040506630011,4/9/1997,Produce,Produce Clerk,STORES
4016,1217010506630005,4/9/1997,Produce,Produce Clerk,STORES
4017,9210140606630019,4/10/1997,Bakery,Baker,STORES
4019,5102035306630009,4/14/1997,Bakery,Baker,STORES
4020,2103101806630012,4/16/1997,Processed Foods,Shelf Stocker,STORES
4021,8271072106630009,4/18/1997,Produce,Produce Clerk,STORES
4023,1206042306630005,4/19/1997,Produce,Produce Clerk,STORES
4024,1101162606630019,4/21/1997,Produce,Produce Clerk,STORES
4026,7105127006630015,4/23/1997,Bakery,Baker,STORES
4028,3211034207630011,4/24/1997,Produce,Produce Clerk,STORES
4029,3518090207630003,4/24/1997,Bakery,Baker,STORES
4032,3578210607630016,4/26/1997,Produce,Produce Clerk,STORES
4033,9125070807630016,4/27/1997,Processed Foods,Shelf Stocker,STORES
4034,3305211107630017,4/28/1997,Bakery,Baker,STORES
4036,5307151007630002,4/28/1997,Processed Foods,Shelf Stocker,STORES
4037,5310151607630007,5/1/1997,Bakery,Baker,STORES
4038,9114091807630014,5/2/1997,Processed Foods,Shelf Stocker,STORES
4040,6211056807630016,5/7/1997,Bakery,Baker,STORES
4041,7203250208630006,5/10/1997,Produce,Produce Clerk,STORES
4042,9112050108630010,5/10/1997,Meats,Meat Cutter,STORES
4043,6309010808630003,5/13/1997,Produce,Produce Clerk,STORES
4045,5321021208630006,5/15/1997,Bakery,Baker,STORES
4047,3511231708630001,5/18/1997,Produce,Produce Clerk,STORES
4048,3201141708630019,5/18/1997,Produce,Produce Clerk,STORES
