,EmployeeID,NIK,orighiredate_key,department_name,job_title,BUSINESS_UNIT,province,city,district,gender,birth_datetime,birthday,age,regist_code,join_year,birth_year,generation
1004,3386,6110010601600001,1995-06-21,Meats,Meat Cutter,STORES,KALIMANTAN BARAT,KAB. MELAWI,Belimbing,Male,1960-01-06,06 January 1960,63,1,1995,1960,Boomers
1005,3388,1807180801600005,1995-06-23,Meats,Meat Cutter,STORES,LAMPUNG,KAB. LAMPUNG TIMUR,Gunung Pelindung,Male,1960-01-08,08 January 1960,63,5,1995,1960,Boomers
1006,3389,1508150801600007,1995-06-23,Dairy,Dairy Person,STORES,JAMBI,KAB. BUNGO,Bathin II Pelayang,Male,1960-01-08,08 January 1960,63,7,1995,1960,Boomers
1007,3390,3324065301600006,1995-06-25,Meats,Meat Cutter,STORES,JAWA TENGAH,KAB. KENDAL,Limbangan,Female,1960-01-13,13 January 1960,63,6,1995,1960,Boomers
1008,3392,1222045801600015,1995-06-28,Produce,Produce Clerk,STORES,SUMATERA UTARA,KAB. LABUHANBATU SELATAN,Sungai Kanan,Female,1960-01-18,18 January 1960,63,15,1995,1960,Boomers
1009,3395,1214036201600007,1995-06-30,Produce,Produce Clerk,STORES,SUMATERA UTARA,KAB. NIAS SELATAN,Lahusa,Female,1960-01-22,22 January 1960,63,7,1995,1960,Boomers
1010,3399,1113070502600003,1995-07-07,Produce,Produce Clerk,STORES,ACEH,KAB. GAYO LUES,Puteri Betung,Male,1960-02-05,05 February 1960,63,3,1995,1960,Boomers
1011,3400,6503060702600016,1995-07-08,Meats,Meat Cutter,STORES,KALIMANTAN UTARA,KAB. NUNUKAN,Sebuku,Male,1960-02-07,07 February 1960,63,16,1995,1960,Boomers
1012,3402,6503030802600012,1995-07-09,Meats,Meat Cutter,STORES,KALIMANTAN UTARA,KAB. NUNUKAN,Sembakung,Male,1960-02-08,08 February 1960,63,12,1995,1960,Boomers
1013,3403,6408105202600018,1995-07-11,Meats,Meat Cutter,STORES,KALIMANTAN TIMUR,KAB. KUTAI TIMUR,Kaliorang,Female,1960-02-12,12 February 1960,63,18,1995,1960,Boomers
1014,3404,8272045302600012,1995-07-12,Meats,Meat Cutter,STORES,MALUKU UTARA,KOTA TIDORE KEPULAUAN,Tidore Selatan,Female,1960-02-13,13 February 1960,63,12,1995,1960,Boomers
1015,3407,6309126402600014,1995-07-17,Processed Foods,Shelf Stocker,STORES,KALIMANTAN SELATAN,KAB. TABALONG,Bintang Ara,Female,1960-02-24,24 February 1960,63,14,1995,1960,Boomers
1016,3409,9107100103600004,1995-07-20,Processed Foods,Shelf Stocker,STORES,PAPUA,KAB. PUNCAK JAYA,Nume,Male,1960-03-01,01 March 1960,63,4,1995,1960,Boomers
1017,3411,1572020703600019,1995-07-23,Meats,Meat Cutter,STORES,JAMBI,KOTA SUNGAI PENUH,Pesisir Bukit,Male,1960-03-07,07 March 1960,63,19,1995,1960,Boomers
1018,3412,1672050903600012,1995-07-24,Meats,Meat Cutter,STORES,SUMATERA SELATAN,KOTA PAGAR ALAM,Dempo Tengah,Male,1960-03-09,09 March 1960,63,12,1995,1960,Boomers
1019,3413,7171034903600003,1995-07-24,Produce,Produce Clerk,STORES,SULAWESI UTARA,KOTA MANADO,Singkil,Female,1960-03-09,09 March 1960,63,3,1995,1960,Boomers
1020,3414,1312095103600013,1995-07-25,Meats,Meat Cutter,STORES,SUMATERA BARAT,KAB. PASAMAN BARAT,Sungaiaur,Female,1960-03-11,11 March 1960,63,13,1995,1960,Boomers
1021,3415,1508091003600005,1995-07-25,Produce,Produce Clerk,STORES,JAMBI,KAB. BUNGO,Pelepat Ilir,Male,1960-03-10,10 March 1960,63,5,1995,1960,Boomers
1022,3416,3203325003600014,1995-07-25,Meats,Meat Cutter,STORES,JAWA BARAT,KAB. CIANJUR,Pasirkuda,Female,1960-03-10,10 March 1960,63,14,1995,1960,Boomers
1023,3418,3324042203600016,1995-07-31,Meats,Meat Cutter,STORES,JAWA TENGAH,KAB. KENDAL,Patean,Male,1960-03-22,22 March 1960,63,16,1995,1960,Boomers
1024,3419,9106096403600012,1995-08-01,Produce,Produce Clerk,STORES,PAPUA,KAB. BIAK NUMFOR,Warsa,Female,1960-03-24,24 March 1960,63,12,1995,1960,Boomers
1025,3420,9212092303600007,1995-08-01,Meats,Meat Cutter,STORES,PAPUA BARAT,KAB. PEGUNUNGAN ARFAK,Minyambaouw,Male,1960-03-23,23 March 1960,63,7,1995,1960,Boomers
1026,3421,3211266603600017,1995-08-02,Produce,Produce Clerk,STORES,JAWA BARAT,KAB. SUMEDANG,Jatigede,Female,1960-03-26,26 March 1960,63,17,1995,1960,Boomers
1027,3423,7502051004600010,1995-08-10,Produce,Produce Clerk,STORES,GORONTALO,KAB. BOALEMO,Mananggu,Male,1960-04-10,10 April 1960,63,10,1995,1960,Boomers
1028,3424,6307084904600018,1995-08-10,Meats,Meat Cutter,STORES,KALIMANTAN SELATAN,KAB. HULU SUNGAI TENGAH,Batang Alai Utara,Female,1960-04-09,09 April 1960,63,18,1995,1960,Boomers
1029,3425,5301230904600002,1995-08-10,Meats,Meat Cutter,STORES,NUSA TENGGARA TIMUR,KAB. KUPANG,Semau Selatan,Male,1960-04-09,09 April 1960,63,2,1995,1960,Boomers
1030,3427,9103155204600009,1995-08-11,Produce,Produce Clerk,STORES,PAPUA,KAB. JAYAPURA,Yapsi,Female,1960-04-12,12 April 1960,63,9,1995,1960,Boomers
1031,3428,7308135204600011,1995-08-11,Produce,Produce Clerk,STORES,SULAWESI SELATAN,KAB. BONE,Lamuru,Female,1960-04-12,12 April 1960,63,11,1995,1960,Boomers
1032,3430,9113355404600012,1995-08-12,Meats,Meat Cutter,STORES,PAPUA,KAB. YAHUKIMO,Dirwemna,Female,1960-04-14,14 April 1960,63,12,1995,1960,Boomers
1033,3431,3201275404600012,1995-08-12,Meats,Meat Cutter,STORES,JAWA BARAT,KAB. BOGOR,Caringin,Female,1960-04-14,14 April 1960,63,12,1995,1960,Boomers
1034,3433,3175071604600004,1995-08-13,Bakery,Baker,STORES,DKI JAKARTA,KOTA ADM. JAKARTA TIMUR,Duren Sawit,Male,1960-04-16,16 April 1960,63,4,1995,1960,Boomers
1035,3434,3329071604600016,1995-08-13,Meats,Meat Cutter,STORES,JAWA TENGAH,KAB. BREBES,Jatibarang,Male,1960-04-16,16 April 1960,63,16,1995,1960,Boomers
1036,3436,3673026204600008,1995-08-16,Meats,Meat Cutter,STORES,BANTEN,KOTA SERANG,Kasemen,Female,1960-04-22,22 April 1960,63,8,1995,1960,Boomers
1037,3439,1501062304600010,1995-08-17,Meats,Meat Cutter,STORES,JAMBI,KAB. KERINCI,Gunung Kerinci,Male,1960-04-23,23 April 1960,63,10,1995,1960,Boomers
1038,3443,8271032804600017,1995-08-20,Produce,Produce Clerk,STORES,MALUKU UTARA,KOTA TERNATE,Kota Ternate Utara,Male,1960-04-28,28 April 1960,63,17,1995,1960,Boomers
1039,3445,3217022904600001,1995-08-20,Produce,Produce Clerk,STORES,JAWA BARAT,KAB. BANDUNG BARAT,Parongpong,Male,1960-04-29,29 April 1960,63,1,1995,1960,Boomers
1040,3446,3604192804600018,1995-08-20,Produce,Produce Clerk,STORES,BANTEN,KAB. SERANG,Petir,Male,1960-04-28,28 April 1960,63,18,1995,1960,Boomers
1041,3450,8207040805600012,1995-08-25,Meats,Meat Cutter,STORES,MALUKU UTARA,KAB. PULAU MOROTAI,Morotai Utara,Male,1960-05-08,08 May 1960,63,12,1995,1960,Boomers
1042,3451,1703210805600012,1995-08-25,Meats,Meat Cutter,STORES,BENGKULU,KAB. BENGKULU UTARA,Arma Jaya,Male,1960-05-08,08 May 1960,63,12,1995,1960,Boomers
1043,3452,3329031005600018,1995-08-26,Produce,Produce Clerk,STORES,JAWA TENGAH,KAB. BREBES,Bumiayu,Male,1960-05-10,10 May 1960,63,18,1995,1960,Boomers
1044,3453,1809075005600007,1995-08-26,Meats,Meat Cutter,STORES,LAMPUNG,KAB. PESAWARAN,Kedondong,Female,1960-05-10,10 May 1960,63,7,1995,1960,Boomers
1045,3454,3216011005600009,1995-08-26,Meats,Meat Cutter,STORES,JAWA BARAT,KAB. BEKASI,Tarumajaya,Male,1960-05-10,10 May 1960,63,9,1995,1960,Boomers
1046,3456,9102471105600019,1995-08-27,Meats,Meat Cutter,STORES,PAPUA,KAB. JAYAWIJAYA,Itlay Hisage,Male,1960-05-11,11 May 1960,63,19,1995,1960,Boomers
1047,3457,2102011305600002,1995-08-28,Produce,Produce Clerk,STORES,KEPULAUAN RIAU,KAB. KARIMUN,Moro,Male,1960-05-13,13 May 1960,63,2,1995,1960,Boomers
1048,3459,1103131605600017,1995-08-29,Produce,Produce Clerk,STORES,ACEH,KAB. ACEH TIMUR,Indra Makmu,Male,1960-05-16,16 May 1960,63,17,1995,1960,Boomers
1049,3461,3301102005600001,1995-08-31,Produce,Produce Clerk,STORES,JAWA TENGAH,KAB. CILACAP,Gandrungmangu,Male,1960-05-20,20 May 1960,63,1,1995,1960,Boomers
1050,3462,5204266205600018,1995-09-01,Produce,Produce Clerk,STORES,NUSA TENGGARA BARAT,KAB. SUMBAWA,Lopok,Female,1960-05-22,22 May 1960,63,18,1995,1960,Boomers
1051,3463,3314132405600005,1995-09-02,Bakery,Baker,STORES,JAWA TENGAH,KAB. SRAGEN,Gemolong,Male,1960-05-24,24 May 1960,63,5,1995,1960,Boomers
1052,3466,3206136405600012,1995-09-02,Produce,Produce Clerk,STORES,JAWA BARAT,KAB. TASIKMALAYA,Taraju,Female,1960-05-24,24 May 1960,63,12,1995,1960,Boomers
1053,3467,9125186605600003,1995-09-03,Meats,Meat Cutter,STORES,PAPUA,KAB. PUNCAK,Ilaga Utara,Female,1960-05-26,26 May 1960,63,3,1995,1960,Boomers
1054,3468,3511153105600019,1995-09-06,Meats,Meat Cutter,STORES,JAWA TIMUR,KAB. BONDOWOSO,Cermee,Male,1960-05-31,31 May 1960,63,19,1995,1960,Boomers
1055,3469,3322097005600012,1995-09-06,Produce,Produce Clerk,STORES,JAWA TENGAH,KAB. SEMARANG,Sumowono,Female,1960-05-30,30 May 1960,63,12,1995,1960,Boomers
1056,3471,1108204906600004,1995-09-11,Produce,Produce Clerk,STORES,ACEH,KAB. ACEH UTARA,Paya Bakong,Female,1960-06-09,09 June 1960,63,4,1995,1960,Boomers
1057,3476,7472062806600007,1995-09-21,Meats,Meat Cutter,STORES,SULAWESI TENGGARA,KOTA BAU BAU,Murhum,Male,1960-06-28,28 June 1960,63,7,1995,1960,Boomers
1058,3478,5315050607600014,1995-09-25,Produce,Produce Clerk,STORES,NUSA TENGGARA TIMUR,KAB. MANGGARAI BARAT,Komodo,Male,1960-07-06,06 July 1960,63,14,1995,1960,Boomers
1059,3483,5102061607600015,1995-09-30,Meats,Meat Cutter,STORES,BALI,KAB. TABANAN,Kediri,Male,1960-07-16,16 July 1960,63,15,1995,1960,Boomers
1060,3485,1173022207600015,1995-10-04,Produce,Produce Clerk,STORES,ACEH,KOTA LHOKSEUMAWE,Banda Sakti,Male,1960-07-22,22 July 1960,63,15,1995,1960,Boomers
1061,3486,1214102307600014,1995-10-04,Produce,Produce Clerk,STORES,SUMATERA UTARA,KAB. NIAS SELATAN,Maniamolo,Male,1960-07-23,23 July 1960,63,14,1995,1960,Boomers
1062,3489,5301200208600018,1995-10-09,Produce,Produce Clerk,STORES,NUSA TENGGARA TIMUR,KAB. KUPANG,Amabi Oefeto Timur,Male,1960-08-02,02 August 1960,63,18,1995,1960,Boomers
1063,3490,9114034308600013,1995-10-10,Processed Foods,Shelf Stocker,STORES,PAPUA,KAB. TOLIKARA,Kanggime,Female,1960-08-03,03 August 1960,63,13,1995,1960,Boomers
1064,3491,3603164308600005,1995-10-10,Meats,Meat Cutter,STORES,BANTEN,KAB. TANGERANG,Sepatan,Female,1960-08-03,03 August 1960,63,5,1995,1960,Boomers
1065,3493,3209264508600016,1995-10-11,Meats,Meat Cutter,STORES,JAWA BARAT,KAB. CIREBON,Ciwaringin,Female,1960-08-05,05 August 1960,63,16,1995,1960,Boomers
1066,3494,3316110808600008,1995-10-12,Meats,Meat Cutter,STORES,JAWA TENGAH,KAB. BLORA,Banjarejo,Male,1960-08-08,08 August 1960,63,8,1995,1960,Boomers
1067,3495,3172035008600004,1995-10-14,Meats,Meat Cutter,STORES,DKI JAKARTA,KOTA ADM. JAKARTA UTARA,Koja,Female,1960-08-10,10 August 1960,63,4,1995,1960,Boomers
1068,3496,3510045108600010,1995-10-14,Meats,Meat Cutter,STORES,JAWA TIMUR,KAB. BANYUWANGI,Tegaldlimo,Female,1960-08-11,11 August 1960,63,10,1995,1960,Boomers
1069,3497,6209085108600007,1995-10-14,Meats,Meat Cutter,STORES,KALIMANTAN TENGAH,KAB. LAMANDAU,Batang Kawa,Female,1960-08-11,11 August 1960,63,7,1995,1960,Boomers
1070,3498,5204231308600003,1995-10-15,Produce,Produce Clerk,STORES,NUSA TENGGARA BARAT,KAB. SUMBAWA,Moyo Utara,Male,1960-08-13,13 August 1960,63,3,1995,1960,Boomers
1071,3499,1207265508600009,1995-10-16,Meats,Meat Cutter,STORES,SUMATERA UTARA,KAB. DELI SERDANG,Percut Sei Tuan,Female,1960-08-15,15 August 1960,63,9,1995,1960,Boomers
1072,3500,1211041508600002,1995-10-16,Produce,Produce Clerk,STORES,SUMATERA UTARA,KAB. DAIRI,Siempat Nempu,Male,1960-08-15,15 August 1960,63,2,1995,1960,Boomers
1073,3501,3172035708600004,1995-10-17,Produce,Produce Clerk,STORES,DKI JAKARTA,KOTA ADM. JAKARTA UTARA,Koja,Female,1960-08-17,17 August 1960,63,4,1995,1960,Boomers
1074,3502,7309041608600014,1995-10-17,Produce,Produce Clerk,STORES,SULAWESI SELATAN,KAB. MAROS,Maros Baru,Male,1960-08-16,16 August 1960,63,14,1995,1960,Boomers
1075,3504,6501026408600015,1995-10-21,Produce,Produce Clerk,STORES,KALIMANTAN UTARA,KAB. BULUNGAN,Tanjung Palas Barat,Female,1960-08-24,24 August 1960,63,15,1995,1960,Boomers
1076,3507,3320083108600017,1995-10-25,Meats,Meat Cutter,STORES,JAWA TENGAH,KAB. JEPARA,Bangsri,Male,1960-08-31,31 August 1960,63,17,1995,1960,Boomers
1077,3508,1213140109600002,1995-10-25,Meats,Meat Cutter,STORES,SUMATERA UTARA,KAB. MANDAILING NATAL,Lingga Bayu,Male,1960-09-01,01 September 1960,63,2,1995,1960,Boomers
1078,3510,3601064609600004,1995-10-28,Meats,Meat Cutter,STORES,BANTEN,KAB. PANDEGLANG,Panimbang,Female,1960-09-06,06 September 1960,63,4,1995,1960,Boomers
1079,3513,1803015109600013,1995-10-30,Produce,Produce Clerk,STORES,LAMPUNG,KAB. LAMPUNG UTARA,Bukit Kemuning,Female,1960-09-11,11 September 1960,63,13,1995,1960,Boomers
1080,3515,3310215509600001,1995-11-02,Meats,Meat Cutter,STORES,JAWA TENGAH,KAB. KLATEN,Kemalang,Female,1960-09-15,15 September 1960,63,1,1995,1960,Boomers
1081,3516,1309032109600006,1995-11-05,Meats,Meat Cutter,STORES,SUMATERA BARAT,KAB. KEPULAUAN MENTAWAI,Siberut Selatan,Male,1960-09-21,21 September 1960,63,6,1995,1960,Boomers
1082,3517,9103116209600012,1995-11-05,Produce,Produce Clerk,STORES,PAPUA,KAB. JAYAPURA,Kaureh,Female,1960-09-22,22 September 1960,63,12,1995,1960,Boomers
1083,3518,1607086709600011,1995-11-08,Produce,Produce Clerk,STORES,SUMATERA SELATAN,KAB. BANYUASIN,Muara Telang,Female,1960-09-27,27 September 1960,63,11,1995,1960,Boomers
1084,3522,1105024910600012,1995-11-14,Meats,Meat Cutter,STORES,ACEH,KAB. ACEH BARAT,Kaway XVI,Female,1960-10-09,09 October 1960,63,12,1995,1960,Boomers
1085,3523,5203075010600015,1995-11-15,Meats,Meat Cutter,STORES,NUSA TENGGARA BARAT,KAB. LOMBOK TIMUR,Selong,Female,1960-10-10,10 October 1960,63,15,1995,1960,Boomers
1086,3524,8204031410600015,1995-11-17,Meats,Meat Cutter,STORES,MALUKU UTARA,KAB. HALMAHERA SELATAN,Gane Timur,Male,1960-10-14,14 October 1960,63,15,1995,1960,Boomers
1087,3525,3526171510600005,1995-11-17,Bakery,Baker,STORES,JAWA TIMUR,KAB. BANGKALAN,Konang,Male,1960-10-15,15 October 1960,63,5,1995,1960,Boomers
1088,3526,6402115810600010,1995-11-19,Produce,Produce Clerk,STORES,KALIMANTAN TIMUR,KAB. KUTAI KARTANEGARA,Muara Kaman,Female,1960-10-18,18 October 1960,63,10,1995,1960,Boomers
1089,3527,3311115810600002,1995-11-19,Meats,Meat Cutter,STORES,JAWA TENGAH,KAB. SUKOHARJO,Gatak,Female,1960-10-18,18 October 1960,63,2,1995,1960,Boomers
1090,3528,7206096010600017,1995-11-20,Meats,Meat Cutter,STORES,SULAWESI TENGAH,KAB. MOROWALI,Bumi Raya,Female,1960-10-20,20 October 1960,63,17,1995,1960,Boomers
1091,3531,3503086510600003,1995-11-23,Bakery,Baker,STORES,JAWA TIMUR,KAB. TRENGGALEK,Watulimo,Female,1960-10-25,25 October 1960,63,3,1995,1960,Boomers
1092,3532,3175072710600014,1995-11-24,Produce,Produce Clerk,STORES,DKI JAKARTA,KOTA ADM. JAKARTA TIMUR,Duren Sawit,Male,1960-10-27,27 October 1960,63,14,1995,1960,Boomers
1093,3533,1803032810600009,1995-11-24,Meats,Meat Cutter,STORES,LAMPUNG,KAB. LAMPUNG UTARA,Sungkai Selatan,Male,1960-10-28,28 October 1960,63,9,1995,1960,Boomers
1094,3534,3271062910600002,1995-11-25,Processed Foods,Shelf Stocker,STORES,JAWA BARAT,KOTA BOGOR,Tanah Sareal,Male,1960-10-29,29 October 1960,63,2,1995,1960,Boomers
1095,3536,3577010111600014,1995-11-26,Produce,Produce Clerk,STORES,JAWA TIMUR,KOTA MADIUN,Kartoharjo,Male,1960-11-01,01 November 1960,63,14,1995,1960,Boomers
1096,3537,6402057110600007,1995-11-26,Produce,Produce Clerk,STORES,KALIMANTAN TIMUR,KAB. KUTAI KARTANEGARA,Muara Badak,Female,1960-10-31,31 October 1960,63,7,1995,1960,Boomers
1097,3538,7501200511600004,1995-11-28,Produce,Produce Clerk,STORES,GORONTALO,KAB. GORONTALO,Biluhu,Male,1960-11-05,05 November 1960,63,4,1995,1960,Boomers
1098,3539,6201064411600016,1995-11-28,Produce,Produce Clerk,STORES,KALIMANTAN TENGAH,KAB. KOTAWARINGIN BARAT,Pangkalan Banteng,Female,1960-11-04,04 November 1960,63,16,1995,1960,Boomers
1099,3540,3515100611600010,1995-11-29,Bakery,Baker,STORES,JAWA TIMUR,KAB. SIDOARJO,Wonoayu,Male,1960-11-06,06 November 1960,63,10,1995,1960,Boomers
1100,3544,1811034711600019,1995-11-30,Meats,Meat Cutter,STORES,LAMPUNG,KAB. MESUJI,Rawa Jitu Utara,Female,1960-11-07,07 November 1960,63,19,1995,1960,Boomers
1101,3545,3329014911600005,1995-12-01,Produce,Produce Clerk,STORES,JAWA TENGAH,KAB. BREBES,Salem,Female,1960-11-09,09 November 1960,63,5,1995,1960,Boomers
1102,3546,1375011211600007,1995-12-02,Meats,Meat Cutter,STORES,SUMATERA BARAT,KOTA BUKITTINGGI,Guguak Panjang,Male,1960-11-12,12 November 1960,63,7,1995,1960,Boomers
1103,3547,7205085611600005,1995-12-04,Meats,Meat Cutter,STORES,SULAWESI TENGAH,KAB. BUOL,Bukal,Female,1960-11-16,16 November 1960,63,5,1995,1960,Boomers
1104,3548,9203171711600001,1995-12-05,Produce,Produce Clerk,STORES,PAPUA BARAT,KAB. FAK FAK,Tomage,Male,1960-11-17,17 November 1960,63,1,1995,1960,Boomers
1105,3549,7210155711600015,1995-12-05,Produce,Produce Clerk,STORES,SULAWESI TENGAH,KAB. SIGI,Marawola Barat,Female,1960-11-17,17 November 1960,63,15,1995,1960,Boomers
1106,3550,5203115811600001,1995-12-05,Processed Foods,Shelf Stocker,STORES,NUSA TENGGARA BARAT,KAB. LOMBOK TIMUR,Montong Gading,Female,1960-11-18,18 November 1960,63,1,1995,1960,Boomers
1107,3551,7571026011600007,1995-12-06,Processed Foods,Shelf Stocker,STORES,GORONTALO,KOTA GORONTALO,Kota Selatan,Female,1960-11-20,20 November 1960,63,7,1995,1960,Boomers
1108,3552,1305092111600018,1995-12-07,Meats,Meat Cutter,STORES,SUMATERA BARAT,KAB. PADANG PARIAMAN,IV Koto Aur Malintang,Male,1960-11-21,21 November 1960,63,18,1995,1960,Boomers
1109,3557,7313130112600002,1995-12-12,Meats,Meat Cutter,STORES,SULAWESI SELATAN,KAB. WAJO,Gilireng,Male,1960-12-01,01 December 1960,62,2,1995,1960,Boomers
1110,3558,8203140412600017,1995-12-14,Processed Foods,Shelf Stocker,STORES,MALUKU UTARA,KAB. HALMAHERA UTARA,Galela Barat,Male,1960-12-04,04 December 1960,62,17,1995,1960,Boomers
1111,3559,6402144912600006,1995-12-16,Meats,Meat Cutter,STORES,KALIMANTAN TIMUR,KAB. KUTAI KARTANEGARA,Muara Jawa,Female,1960-12-09,09 December 1960,62,6,1995,1960,Boomers
1112,3563,1214215212600016,1995-12-18,Produce,Produce Clerk,STORES,SUMATERA UTARA,KAB. NIAS SELATAN,O'o'u,Female,1960-12-12,12 December 1960,62,16,1995,1960,Boomers
1113,3564,1221081612600003,1995-12-20,Produce,Produce Clerk,STORES,SUMATERA UTARA,KAB. PADANG LAWAS,Sosa,Male,1960-12-16,16 December 1960,62,3,1995,1960,Boomers
1114,3565,1310011512600016,1995-12-20,Meats,Meat Cutter,STORES,SUMATERA BARAT,KAB. DHARMASRAYA,Koto Baru,Male,1960-12-15,15 December 1960,62,16,1995,1960,Boomers
1115,3567,5307195712600014,1995-12-21,Meats,Meat Cutter,STORES,NUSA TENGGARA TIMUR,KAB. SIKKA,Kangae,Female,1960-12-17,17 December 1960,62,14,1995,1960,Boomers
1116,3568,3601341712600003,1995-12-21,Produce,Produce Clerk,STORES,BANTEN,KAB. PANDEGLANG,Majasari,Male,1960-12-17,17 December 1960,62,3,1995,1960,Boomers
1117,3569,1808012212600013,1995-12-23,Produce,Produce Clerk,STORES,LAMPUNG,KAB. WAY KANAN,Blambangan Umpu,Male,1960-12-22,22 December 1960,62,13,1995,1960,Boomers
1118,3571,9124042412600019,1995-12-24,Produce,Produce Clerk,STORES,PAPUA,KAB. NDUGA,Wosak,Male,1960-12-24,24 December 1960,62,19,1995,1960,Boomers
1119,3574,3201146612600009,1995-12-25,Meats,Meat Cutter,STORES,JAWA BARAT,KAB. BOGOR,Leuwiliang,Female,1960-12-26,26 December 1960,62,9,1995,1960,Boomers
1120,3576,7303013112600017,1995-12-28,Bakery,Baker,STORES,SULAWESI SELATAN,KAB. BANTAENG,Bissappu,Male,1960-12-31,31 December 1960,62,17,1995,1960,Boomers
1121,3577,7403163112600003,1995-12-28,Produce,Produce Clerk,STORES,SULAWESI TENGGARA,KAB. MUNA,Katobu,Male,1960-12-31,31 December 1960,62,3,1995,1960,Boomers
1122,3579,1107194401610002,1995-12-30,Produce,Produce Clerk,STORES,ACEH,KAB. PIDIE,Tangse,Female,1961-01-04,04 January 1961,62,2,1995,1961,Boomers
1123,3580,6207034301610004,1995-12-30,Produce,Produce Clerk,STORES,KALIMANTAN TENGAH,KAB. SERUYAN,Danau Sembuluh,Female,1961-01-03,03 January 1961,62,4,1995,1961,Boomers
1124,3581,9114231001610017,1996-01-02,Produce,Produce Clerk,STORES,PAPUA,KAB. TOLIKARA,Timori,Male,1961-01-10,10 January 1961,62,17,1996,1961,Boomers
1125,3582,9212015801610006,1996-01-07,Produce,Produce Clerk,STORES,PAPUA BARAT,KAB. PEGUNUNGAN ARFAK,Anggi,Female,1961-01-18,18 January 1961,62,6,1996,1961,Boomers
1126,3583,3204391801610005,1996-01-07,Produce,Produce Clerk,STORES,JAWA BARAT,KAB. BANDUNG,Ciwidey,Male,1961-01-18,18 January 1961,62,5,1996,1961,Boomers
1127,3584,1605122001610006,1996-01-08,Produce,Produce Clerk,STORES,SUMATERA SELATAN,KAB. MUSI RAWAS,Megang Sakti,Male,1961-01-20,20 January 1961,62,6,1996,1961,Boomers
1128,3587,9113212801610010,1996-01-12,Produce,Produce Clerk,STORES,PAPUA,KAB. YAHUKIMO,Ukha,Male,1961-01-28,28 January 1961,62,10,1996,1961,Boomers
1129,3590,3217040402610007,1996-01-16,Produce,Produce Clerk,STORES,JAWA BARAT,KAB. BANDUNG BARAT,Cikalongwetan,Male,1961-02-04,04 February 1961,62,7,1996,1961,Boomers
1130,3591,3204351002610012,1996-01-19,Meats,Meat Cutter,STORES,JAWA BARAT,KAB. BANDUNG,Paseh,Male,1961-02-10,10 February 1961,62,12,1996,1961,Boomers
1131,3592,3203305302610012,1996-01-20,Produce,Produce Clerk,STORES,JAWA BARAT,KAB. CIANJUR,Leles,Female,1961-02-13,13 February 1961,62,12,1996,1961,Boomers
1132,3593,5103055202610017,1996-01-20,Produce,Produce Clerk,STORES,BALI,KAB. BADUNG,Kuta Selatan,Female,1961-02-12,12 February 1961,62,17,1996,1961,Boomers
1133,3594,1403031302610006,1996-01-20,Meats,Meat Cutter,STORES,RIAU,KAB. BENGKALIS,Bukit Batu,Male,1961-02-13,13 February 1961,62,6,1996,1961,Boomers
1134,3595,3315085702610013,1996-01-22,Meats,Meat Cutter,STORES,JAWA TENGAH,KAB. GROBOGAN,Gabus,Female,1961-02-17,17 February 1961,62,13,1996,1961,Boomers
1135,3596,8206062002610016,1996-01-24,Produce,Produce Clerk,STORES,MALUKU UTARA,KAB. HALMAHERA TIMUR,Wasile Utara,Male,1961-02-20,20 February 1961,62,16,1996,1961,Boomers
1136,3597,7308106002610004,1996-01-24,Produce,Produce Clerk,STORES,SULAWESI SELATAN,KAB. BONE,Cina,Female,1961-02-20,20 February 1961,62,4,1996,1961,Boomers
1137,3598,3202016002610006,1996-01-24,Bakery,Baker,STORES,JAWA BARAT,KAB. SUKABUMI,Palabuhanratu,Female,1961-02-20,20 February 1961,62,6,1996,1961,Boomers
1138,3600,3174042202610015,1996-01-25,Meats,Meat Cutter,STORES,DKI JAKARTA,KOTA ADM. JAKARTA SELATAN,Pasar Minggu,Male,1961-02-22,22 February 1961,62,15,1996,1961,Boomers
1139,3602,7105126402610010,1996-01-26,Produce,Produce Clerk,STORES,SULAWESI UTARA,KAB. MINAHASA SELATAN,Tumpaan,Female,1961-02-24,24 February 1961,62,10,1996,1961,Boomers
1140,3603,8203222402610017,1996-01-26,Produce,Produce Clerk,STORES,MALUKU UTARA,KAB. HALMAHERA UTARA,Kao Teluk,Male,1961-02-24,24 February 1961,62,17,1996,1961,Boomers
1141,3604,9120024203610005,1996-01-30,Produce,Produce Clerk,STORES,PAPUA,KAB. MAMBERAMO RAYA,Mamberamo Hulu,Female,1961-03-02,02 March 1961,62,5,1996,1961,Boomers
1142,3606,1101054503610016,1996-01-31,Meats,Meat Cutter,STORES,ACEH,KAB. ACEH SELATAN,Meukek,Female,1961-03-05,05 March 1961,62,16,1996,1961,Boomers
1143,3607,3510240403610011,1996-01-31,Produce,Produce Clerk,STORES,JAWA TIMUR,KAB. BANYUWANGI,Licin,Male,1961-03-04,04 March 1961,62,11,1996,1961,Boomers
1144,3608,1118074603610015,1996-02-01,Meats,Meat Cutter,STORES,ACEH,KAB. PIDIE JAYA,Panteraja,Female,1961-03-06,06 March 1961,62,15,1996,1961,Boomers
1145,3610,6172015003610007,1996-02-03,Produce,Produce Clerk,STORES,KALIMANTAN BARAT,KOTA SINGKAWANG,Singkawang Tengah,Female,1961-03-10,10 March 1961,62,7,1996,1961,Boomers
